Name,AccountNumber,Account_ID__c,BillingCountry,BillingState,BillingCity,BillingPostalCode,BillingStreet,CurrencyIsoCode,Description,Industry,Phone,RecordTypeId,Site,TK_R12_Site_Number__c,Site_Status__c,Site_Name__c,TK_General_Comments__c,TK_R12_Account_Number__c,TKAMB2B_VAT__c,Website,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,RSUPPLY_Account_Site__c,TK_Party_Site_ID__c,RSUPPLY_OracleAccountNumber__c,Fax,TK_Parent_Poem_Code__c,TK_Poem_Code__c,TK_Region__c,TKSVC_Invoice_Print_Method__c
Wylie Shops (Smokey Point Distributing (Daeske),9903,001Ot000015wOZpIAM,US,WA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,790399,NA,,TK - NA,Customer,,,,,,9903,,One Invoice One Claim
EW Wylie Corp (Daeske) (JGR),9904,001Ot000015wOZqIAM,US,ND,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,757998,NA,,TK - NA,Customer,,,,,,9904,,One Invoice One Claim
William Morrison,9907,001Ot000015wOZrIAM,CA,SK,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,GMP Review,312597,NA,,TK - NA,Customer,,,,,,9907,,One Invoice All Claims
WTI Transport Inc (Daeske),9908,001Ot000015wOZsIAM,US,AL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,790399,NA,,TK - NA,Customer,,,,,,9908,,One Invoice One Claim
Ricky Hartung,9909,001Ot000015wOZtIAM,US,PA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,GMP Review,SVCSVC9909,NA,,TK - NA,Customer,,,,,,9909,,One Invoice All Claims
Tri-State Motor Transit (Daeske),9910,001Ot000015wOZuIAM,US,AZ,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,790399,NA,,TK - NA,Customer,,,,,,9910,,One Invoice One Claim
TK Greensboro NC,T0698001,001Ot000015wOgJIAU,US,NC,Greensboro,27409,6612 West Market Street,USD,,,336-855-7756,0123i000000zaIgAAI,,,,TRIAD THERMO KING,,,,,TK - NA,Dealer,US-NC-GREEN-01,,1000082143,336-855-7263,,T0698001,,
"Phase Two Carriers, LLC",13502,001Ot000015wOzgIAE,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,483215,N/A,,TK - NA,Customer,,,,,,13502,,One Invoice All Claims
John Dortch - Fed Ex,13506,001Ot000015wOzhIAE,US,AR,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,486293,N/A,,TK - NA,Customer,,,,,,13506,,One Invoice All Claims
"Murphy Trucking, LLC",13508,001Ot000015wOziIAE,US,AL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,425932,N/A,,TK - NA,Customer,,,,,,13508,,One Invoice One Claim
Bill Kenosky - Fed Ex,13509,001Ot000015wOzjIAE,US,IN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,SVCSVC13509,N/A,,TK - NA,Customer,,,,,,13509,,One Invoice All Claims
"Jackpot Logistics, Inc.",13512,001Ot000015wOzkIAE,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,488493,N/A,,TK - NA,Customer,,,,,,13512,,One Invoice All Claims
Thermo King Chesapeake,120014,001Ot000015wQ28IAE,US,MD,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,NO CLAIMS ON THIS CONTRACT - ONLY USED FOR UNFI PM BILLING,312445,NA,,TK - NA,Customer,,,,,,120014,,One Invoice One Claim
Brady Trucking Inc,120017,001Ot000015wQ29IAE,US,UT,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1166191,NA,,TK - NA,Customer,,,,,,120017,,One Invoice One Claim
Dolche Truckload Corp.,120019,001Ot000015wQ2AIAU,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,811807,NA,,TK - NA,Customer,,,,,,120019,,One Invoice One Claim
KSM Carrier Group INC,120020,001Ot000015wQ2BIAU,US,IN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1241239,NA,,TK - NA,Customer,,,,,,120020,,One Invoice One Claim
TK Amarillo TX,A1690,001Ot000015wQ5NIAU,US,TX,Amarillo,79118-6901,2100 S Eastern ST,USD,,,806-376-5837,0123i000000zaIgAAI,,,,AMARILLO THERMO KING INC,,,,,TK - NA,Dealer,US-TX-AMARI-01,,1000082534,806-374-1865,,A1690,,
Riverside Transport,9925,001Ot000015wQIFIA2,US,KS,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,"Covers Travel, annual PMBs and Misc (units have full extended warranty 4yrs 9K) DOES NOT COVER removal or replace of fairings, DPF, Espar only if installed at factory",313016,NA,,TK - NA,Customer,,,,,,9925,,One Invoice All Claims
JX Paclease (GMP),9926,001Ot000015wQIGIA2,US,WI,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,817358,NA,,TK - NA,Customer,,,,,,9926,,One Invoice All Claims
Genconian's Transport,9929,001Ot000015wQIHIA2,CA,AB,,,,CAD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,819648,NA,,TK - NA,Customer,,,,,,9929,,One Invoice One Claim
Midwest Specialized Trans,9930,001Ot000015wQIIIA2,US,MN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,820380,NA,,TK - NA,Customer,,,,,,9930,,One Invoice One Claim
Great Plains Transport Inc,13618,001Ot000015wQKKIA2,US,ND,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,617066,N/A,,TK - NA,Customer,,,,,,13618,,One Invoice One Claim
"J Grady Randolph, Inc.",13620,001Ot000015wQKLIA2,US,SC,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,616557,N/A,,TK - NA,Customer,,,,,,13620,,One Invoice One Claim
"Crist Cargo Pro, Corp.",13629,001Ot000015wQKMIA2,US,FL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,621754,N/A,,TK - NA,Customer,,,,,,13629,,One Invoice One Claim
"Delivery Concepts, Inc.",13632,001Ot000015wQKNIA2,US,IN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,621981,N/A,,TK - NA,Customer,,,,,,13632,,One Invoice One Claim
AAA Cooper Transportation,13647,001Ot000015wQKOIA2,US,AL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,637180,N/A,,TK - NA,Customer,,,,,,13647,,One Invoice One Claim
Pokolm Trucking,12346,001Ot000015wQLMIA2,CA,AB,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312188,N/A,,TK - NA,Customer,,,,,,12346,,One Invoice All Claims
"Combined Transport, Inc.",12372,001Ot000015wQLNIA2,US,OR,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312687,N/A,,TK - NA,Customer,,,,,,12372,,One Invoice One Claim
"H&N Logistics, LLC",12373,001Ot000015wQLOIA2,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312192,N/A,,TK - NA,Customer,,,,,,12373,,One Invoice One Claim
Trailiner Corp,12385,001Ot000015wQLPIA2,US,MO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312183,N/A,,TK - NA,Customer,,,,,,12385,,One Invoice All Claims
COMCAR Industries - WSE & MCT (Parts),14003,001Ot000015wRPcIAM,US,AR,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312966,N/A,,TK - NA,Customer,,,,,,14003,,One Invoice One Claim
Trans X Ltd (Parts),14004,001Ot000015wRPdIAM,CA,MB,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312458,N/A,,TK - NA,Customer,,,,,,14004,,One Invoice One Claim
Schneider National (Parts),14005,001Ot000015wRPeIAM,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312375,N/A,,TK - NA,Customer,,,,,,14005,,One Invoice One Claim
Gordon Food Service (Parts),14006,001Ot000015wRPfIAM,US,MI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,133027,N/A,,TK - NA,Customer,,,,,,14006,,PO Prefix
JB Hunt Transport (parts),14009,001Ot000015wRPgIAM,US,AR,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,77180,N/A,,TK - NA,Customer,,,,,,14009,,One Invoice One Claim
Hale Trailer Brake & Wheel Inc,14010,001Ot000015wRPhIAM,US,NJ,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1080107,N/A,,TK - NA,Customer,,,,,,14010,,One Invoice One Claim
Penske Truck Leasing - USA,221,001Ot000015wRPiIAM,US,PA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312462,N/A,,TK - NA,Customer,,,,,,221,,One Invoice One Claim
RB Humphreys Inc,9891,001Ot000015wRSvIAM,US,NY,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,Units have 5 year 11K hours FULL UNIT WARRANTY,648738,NA,,TK - NA,Customer,,,,,,9891,,One Invoice All Claims
Ken Buck - GMP - Fed Ex,9893,001Ot000015wRSwIAM,US,TN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,322911,NA,,TK - NA,Customer,,,,,,9893,,One Invoice All Claims
Triple D,9897,001Ot000015wRSxIAM,US,AZ,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,GMP,790078,NA,,TK - NA,Customer,,,,,,9897,,One Invoice All Claims
Decarolis Truck Rental,9898,001Ot000015wRSyIAM,US,NY,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,776758,NA,,TK - NA,Customer,,,,,,9898,,One Invoice All Claims
Abilene Motor Express,9900,001Ot000015wRSzIAM,US,VA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,786618,NA,,TK - NA,Customer,,,,,,9900,,One Invoice One Claim
Sardilli Produce and Dairy / Sarco Leasing,10447,001Ot000015wRkbIAE,US,CT,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312742,N/A,,TK - NA,Customer,,,,,,10447,,One Invoice All Claims
COMCAR Industries - WSE & MCT,10552,001Ot000015wRkcIAE,US,AR,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312966,N/A,,TK - NA,Customer,,,,,,10552,,One Invoice One Claim
"Idealease, Inc (National CB)",11013,001Ot000015wRkdIAE,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,573555,N/A,,TK - NA,Customer,,,,,,11013,,One Invoice One Claim
Erb Transport,414,001Ot000015wRkeIAE,CA,ON,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312518,N/A,,TK - NA,Customer,,,,,,414,,One Invoice All Claims
Arctic Express Inc,4147,001Ot000015wRkfIAE,US,OH,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312652,N/A,,TK - NA,Customer,,,,,,4147,,One Invoice One Claim
Guntren Trucking,4185,001Ot000015wRkgIAE,US,IA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312964,N/A,,TK - NA,Customer,,,,,,4185,,One Invoice All Claims
H&R Transport,422,001Ot000015wRkhIAE,CA,AB,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312198,N/A,,TK - NA,Customer,,,,,,422,,One Invoice All Claims
Honey Transport,4275,001Ot000015wRkiIAE,US,FL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312579,N/A,,TK - NA,Customer,,,,,,4275,,One Invoice All Claims
"Sunstate Carriers, Inc.",4276,001Ot000015wRkjIAE,US,FL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312622,N/A,,TK - NA,Customer,,,,,,4276,,One Invoice One Claim
K&J Trucking Inc,4367,001Ot000015wRkkIAE,US,SD,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312932,N/A,,TK - NA,Customer,,,,,,4367,,One Invoice All Claims
"Elliott Transport Systems, Inc.",4413,001Ot000015wRklIAE,US,MN,MOORHEAD,56561-0366,PO BOX 366,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,783916,,,,312954,N/A,,TK - NA,Customer,,12259440,,,,4413,,One Invoice One Claim
Penske Truck Leasing - Cheney Bros,13176,001Ot000015wS74IAE,US,FL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312913,N/A,,TK - NA,Customer,,,,,,13176,,One Invoice All Claims
Brittain Trucking,13194,001Ot000015wS75IAE,US,AL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,313005,N/A,,TK - NA,Customer,,,,,,13194,,One Invoice One Claim
"Kafwa, Inc.",13203,001Ot000015wS76IAE,CA,MB,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312737,N/A,,TK - NA,Customer,,,,,,13203,,One Invoice All Claims
Smith Transportation Inc,13205,001Ot000015wS77IAE,US,KS,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312204,N/A,,TK - NA,Customer,,,,,,13205,,One Invoice All Claims
Nestle Transportation,12537,001Ot000015wSAXIA2,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312909,N/A,,TK - NA,Customer,,,,,,12537,,One Invoice One Claim
"SFS Transport, LLC",12549,001Ot000015wSAYIA2,US,FL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312839,N/A,,TK - NA,Customer,,,,,,12549,,One Invoice All Claims
Ryder Transportation - S Abraham & Sons,12551,001Ot000015wSAZIA2,US,MI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312520,N/A,,TK - NA,Customer,,,,,,12551,,One Invoice All Claims
BNSF Railway Company,12603,001Ot000015wSAaIAM,US,WA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312059,N/A,,TK - NA,Customer,,,,,,12603,,One Invoice All Claims
Illinois Transport,12609,001Ot000015wSAbIAM,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312937,N/A,,TK - NA,Customer,,,,,,12609,,One Invoice All Claims
"Tribe Express, Inc.",12707,001Ot000015wSAcIAM,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312616,N/A,,TK - NA,Customer,,,,,,12707,,One Invoice All Claims
"Donnelly Farms, LTD",12896,001Ot000015wSVFIA2,CA,NB,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312532,N/A,,TK - NA,Customer,,,,,,12896,,One Invoice All Claims
Watsontown Trucking Company,12903,001Ot000015wSVGIA2,US,PA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312826,N/A,,TK - NA,Customer,,,,,,12903,,One Invoice All Claims
"Fast Eddies Express, LLC",12911,001Ot000015wSVHIA2,US,KS,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312653,N/A,,TK - NA,Customer,,,,,,12911,,One Invoice All Claims
Hind Transport (2078020 Ontario Inc),13549,001Ot000015wSYeIAM,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,541054,N/A,,TK - NA,Customer,,,,,,13549,,One Invoice One Claim
Royal Food Service Co Inc,13552,001Ot000015wSYfIAM,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,544954,N/A,,TK - NA,Customer,,,,,,13552,,One Invoice All Claims
JB Transport (3398722 Canada Inc),13555,001Ot000015wSYgIAM,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,554275,N/A,,TK - NA,Customer,,,,,,13555,,One Invoice One Claim
Kazy's Gourmet (Topway Enterprises),13557,001Ot000015wSYhIAM,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,557773,N/A,,TK - NA,Customer,,,,,,13557,,One Invoice All Claims
B&E Trucking Company,9882,001Ot000015wSaDIAU,US,PA,,,,USD,,Transport,,0123i000000zaIoAAI,,,,,,383010,0,,TK - NA,Customer,,,,,,9882,,One Invoice One Claim
Triple D Supply (DO NOT USE),9884,001Ot000015wSaEIAU,US,NM,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,790078,NA,,TK - NA,Customer,,,,,,9884,,One Invoice One Claim
Ryder Truck Rental Delta BC 2852,9885,001Ot000015wSaFIAU,CA,BC,,,,CAD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,312788,NA,,TK - NA,Customer,,,,,,9885,,One Invoice All Claims
Ryder Truck Rental Edmonton 0651,9886,001Ot000015wSaGIAU,CA,AB,,,,CAD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,312788,NA,,TK - NA,Customer,,,,,,9886,,One Invoice One Claim
Ryder Truck Fleet Care 2458-008,9887,001Ot000015wSaHIAU,CA,AB,,,,CAD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,312788,NA,,TK - NA,Customer,,,,,,9887,,One Invoice All Claims
Patriot Expediters Inc,9888,001Ot000015wSaIIAU,US,AR,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,751062,NA,,TK - NA,Customer,,,,,,9888,,One Invoice All Claims
The Sygma Network - Orlando FL,9889,001Ot000015wSaJIAU,US,FL,,,,USD,,Food Distribution/Supply,,0123i000000zaIoAAI,,,,,,971980,0,,TK - NA,Customer,,,,,,9889,,One Invoice One Claim
The Sygma Network - Harrisburg PA,9890,001Ot000015wSaKIAU,US,PA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,312708,NA,,TK - NA,Customer,,,,,,9890,,One Invoice One Claim
"Shen-Line, LLC",13699,001Ot000015wSjkIAE,US,FL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,682038,N/A,,TK - NA,Customer,,,,,,13699,,One Invoice One Claim
Moeller Trucking Inc,13701,001Ot000015wSjlIAE,US,OH,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,313000,N/A,,TK - NA,Customer,,,,,,13701,,One Invoice One Claim
Central Truck Leasing  LLC,13702,001Ot000015wSjmIAE,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,653749,N/A,,TK - NA,Customer,,,,,,13702,,One Invoice All Claims
Royal Trucking Company,13711,001Ot000015wSjnIAE,US,MS,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,692564,N/A,,TK - NA,Customer,,,,,,13711,,One Invoice All Claims
Elberta Logistics International LLC,13721,001Ot000015wSjoIAE,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,621855,N/A,,TK - NA,Customer,,,,,,13721,,One Invoice One Claim
"Dixie Produce, Inc.",13546,001Ot000015wTGIIA2,US,TN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,533994,N/A,,TK - NA,Customer,,,,,,13546,,One Invoice All Claims
Buchanan Hauling & Rigging Inc,13548,001Ot000015wTGJIA2,US,IN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,539713,N/A,,TK - NA,Customer,,,,,,13548,,One Invoice One Claim
"Rig Logistics, Inc.",13554,001Ot000015wTGKIA2,CA,AB,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,549853,N/A,,TK - NA,Customer,,,,,,13554,,One Invoice All Claims
Prism Contractors & Engineers Inc,13556,001Ot000015wTGLIA2,US,VA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,554374,N/A,,TK - NA,Customer,,,,,,13556,,One Invoice One Claim
Britton Transport Inc,13559,001Ot000015wTGMIA2,US,ND,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,557754,N/A,,TK - NA,Customer,,,,,,13559,,One Invoice One Claim
MC VanKampen Trucking Inc,13560,001Ot000015wTGNIA2,US,MI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,563254,N/A,,TK - NA,Customer,,,,,,13560,,One Invoice All Claims
Villari Brothers,12399,001Ot000015wTRVIA2,US,NC,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312190,N/A,,TK - NA,Customer,,,,,,12399,,One Invoice All Claims
Lew Thompson,12418,001Ot000015wTRWIA2,US,AR,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312685,N/A,,TK - NA,Customer,,,,,,12418,,One Invoice All Claims
Lone Star Transportation LLC,12435,001Ot000015wTRXIA2,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312187,N/A,,TK - NA,Customer,,,,,,12435,,One Invoice All Claims
"USA Truck, Inc.",12487,001Ot000015wTRYIA2,US,AR,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312958,N/A,,TK - NA,Customer,,,,,,12487,,One Invoice One Claim
Performance Food Group,12499,001Ot000015wTRZIA2,US,VA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,SVCSVC12499,N/A,,TK - NA,Customer,,,,,,12499,,One Invoice All Claims
Marathon Cheese,12513,001Ot000015wTRaIAM,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,115618,N/A,,TK - NA,Customer,,,,,,12513,,PO Prefix
"Wuethrich Transportation, Inc.",12522,001Ot000015wTRbIAM,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312907,N/A,,TK - NA,Customer,,,,,,12522,,One Invoice All Claims
Moser Trucking LLC,12523,001Ot000015wTRcIAM,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312956,N/A,,TK - NA,Customer,,,,,,12523,,One Invoice All Claims
Inner Valley Transport,12527,001Ot000015wTRdIAM,US,CA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,"GMP ONLY.  NO OTHER INVOICES, No billbacks",313002,N/A,,TK - NA,Customer,,,,,,12527,,One Invoice All Claims
"Expediter Services, LLC",13327,001Ot000015wTyBIAU,US,TN,MEMPHIS,38104-3513,1331 UNION AVE STE 1022,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,782682,,,,312897,N/A,,TK - NA,Customer,,12258205,,,,13327,,One Invoice One Claim
"Robbie D Wood, Inc.",13357,001Ot000015wTyCIAU,US,AL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,383089,N/A,,TK - NA,Customer,,,,,,13357,,One Invoice One Claim
United Distributors Inc,13363,001Ot000015wTyDIAU,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,333871,N/A,,TK - NA,Customer,,,,,,13363,,One Invoice All Claims
Premier Trailer Leasing,13565,001Ot000015wTyEIAU,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,568155,N/A,,TK - NA,Customer,,,,,,13565,,One Invoice One Claim
"Kool Pak, LLC",13566,001Ot000015wTyFIAU,US,OR,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,571073,N/A,,TK - NA,Customer,,,,,,13566,,One Invoice One Claim
Midwest Refrigerated Transport,13567,001Ot000015wTyGIAU,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,569246,N/A,,TK - NA,Customer,,,,,,13567,,One Invoice One Claim
Ship Ex Inc.,13568,001Ot000015wTyHIAU,US,UT,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,573921,N/A,,TK - NA,Customer,,,,,,13568,,One Invoice All Claims
Lucky International Trading,13575,001Ot000015wTyIIAU,US,MO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,567740,N/A,,TK - NA,Customer,,,,,,13575,,One Invoice All Claims
Mars Freight Ltd,13577,001Ot000015wTyJIAU,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312240,N/A,,TK - NA,Customer,,,,,,13577,,One Invoice One Claim
Wild West Express,3048,001Ot000015wU0sIAE,US,NM,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312454,N/A,,TK - NA,Customer,,,,,,3048,,One Invoice One Claim
CR England,357,001Ot000015wU0tIAE,US,UT,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312515,N/A,,TK - NA,Customer,,,,,,357,,One Invoice All Claims
Barlow Truck Lines Inc,363,001Ot000015wU0uIAE,US,MO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312409,N/A,,TK - NA,Customer,,,,,,363,,One Invoice One Claim
Muirhead Trucking,3876,001Ot000015wU0vIAE,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312699,N/A,,TK - NA,Customer,,,,,,3876,,One Invoice All Claims
National Carrier,3936,001Ot000015wU0wIAE,US,KS,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312697,N/A,,TK - NA,Customer,,,,,,3936,,One Invoice All Claims
Bison Transport Inc,3978,001Ot000015wU0xIAE,CA,MB,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312207,N/A,,TK - NA,Customer,,,,,,3978,,One Invoice One Claim
Ariel Trucking 4U LLC,10010,001Ot000015wU0yIAE,US,TX,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1093166,N/A,,TK - NA,Customer,,,,,,10010,,One Invoice One Claim
Easy and Quick Trans Inc,10012,001Ot000015wU0zIAE,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1095306,N/A,,TK - NA,Customer,,,,,,10012,,One Invoice One Claim
B&B Transport Inc,10013,001Ot000015wU10IAE,US,CA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1096186,N/A,,TK - NA,Customer,,,,,,10013,,One Invoice One Claim
Reliable Carriers,10015,001Ot000015wU11IAE,US,MI,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1098626,NA,,TK - NA,Customer,,,,,,10015,,One Invoice One Claim
